Station-id,Name,District-ID,Cordenate-X,Cordenate-Y,Type
1101,PRINCIPE DE VERGARA-JORGE JUAN,4,442407.0,4475148.0,Bus
1102,PRINCIPE DE VERGARA-GOYA,4,442425.0,4475386.0,Bus
1105,PRINCIPE DE VERGARA-DIEGO DE LEON,4,442495.0,4476400.0,Bus
1107,PRINCIPE DE VERGARA-CANILLAS,5,442552.0,4477078.0,Bus
1110,PRINCIPE DE VERGARA-AUDITORIO NACIONAL,5,442618.0,4477798.0,Bus
1046,PASEO CASTELLANA-AZCA,5,441535.0,4478053.0,Bus
981,TORRELAGUNA-AV.BADAJOZ,15,444667.0,4477319.0,Bus
982,LOPEZ DE HOYOS-CTRA.CANILLAS,16,444366.0,4479607.0,Bus
984,CTA.SAN VICENTE-ARRIAZA,9,439354.0,4474877.0,Bus
986,VIRGEN DEL PUERTO-GTA.SAN VICENTE,1,439004.0,4474759.0,Bus
988,VIRGEN DEL PUERTO-PTE.SEGOVIA,1,438936.0,4474207.0,Bus
6158,SESEÑA-ILLESCAS,10,435123.0,4472270.0,Bus
6157,ILLESCAS-SESEÑA,10,435124.0,4472292.0,Bus
2827,ILLESCAS Nº103,10,435416.0,4471971.0,Bus
6009,OCAÑA Nº12,10,436027.0,4470866.0,Bus
6168,PLAZA DEL ESTE-SAN AQUILINO,6,441660.0,4480546.0,Bus
640,Pº CASTELLANA-NUEVOS MINISTERIOS,7,441462.0,4477637.0,Bus
508,MINISTERIO AGRICULTURA,3,441468.0,4473560.0,Bus
509,Pº PRADO-PZA.MURILLO,3,441324.0,4474021.0,Bus
510,PZA.CANOVAS DEL CASTILLO,3,441283.0,4474312.0,Bus
511,MARTINEZ DE LA RIVA-ARROYO DEL OLIVAR,13,443555.0,4471898.0,Bus
513,JAVIER DE MIGUEL,13,443776.0,4471334.0,Bus
515,JAVIER DE MIGUEL-PTO.DEL MILAGRO,13,444363.0,4470997.0,Bus
516,JAVIER DE MIGUEL-PTO.DE VELATE,13,444450.0,4470860.0,Bus
518,AV.PABLO NERUDA-LUIS BUÑUEL,13,445419.0,4471259.0,Bus
520,JAVIER DE MIGUEL-PTO.DE VELATE,13,444466.0,4470873.0,Bus
521,JAVIER DE MIGUEL-SAN ANSELMO,13,444414.0,4470974.0,Bus
522,JAVIER DE MIGUEL,13,443983.0,4471250.0,Bus
525,MOREJA Nº 26,12,440831.0,4469126.0,Bus
526,AV.GUADALAJARA-SAN ROMAN VALLE,20,447486.0,4474713.0,Bus
527,VILLALOBOS-AV.MIGUEL HERNANDEZ,13,444870.0,4470484.0,Bus
532,Cº POZO TIO RAIMUNDO-CTRA.V.VALLECAS,18,445310.0,4469267.0,Bus
535,AV.BUENOS AIRES-MOGAMBO,13,444704.0,4470283.0,Bus
536,VILLALOBOS,13,444866.0,4470467.0,Bus
537,CORAZON DE MARIA-STA.HORTENSIA,5,443536.0,4477433.0,Bus
540,AV.GUINDALERA-CAMILO JOSE CELA,4,443605.0,4477088.0,Bus
541,PZA.DE VENECIA,4,443919.0,4477111.0,Bus
542,AV.BADAJOZ-MARTINEZ VILLERGAS,15,444623.0,4477228.0,Bus
544,CONDESA VENADITO-TORRELAGUNA,15,444682.0,4477511.0,Bus
547,EMILIO VARGAS-ARTURO SORIA,15,444836.0,4478014.0,Bus
548,AV.CAMILO JOSE CELA-CORAZON MARIA,5,443515.0,4477336.0,Bus
5477,VALCARLOS - Pº SAN MILLAN DE LA COGOLLA,8,443599.0,4483983.0,Bus
2824,CAMARENA Nº 320,10,435783.0,4471014.0,Bus
3392,CAMARENA Nº 322,10,435774.0,4471020.0,Bus
3378,MAQUEDA-VALMOJADO,10,435599.0,4471151.0,Bus
2799,VALMOJADO-MAQUEDA,10,435608.0,4471183.0,Bus
724,OCAÑA-CAMARENA,10,435658.0,4471018.0,Bus
980,AV.CDAD.BARCELONA Nº 6,3,441963.0,4473225.0,Bus
917,ANTONIO LOPEZ-GTA.MQUES.VADILLO,11,439454.0,4472297.0,Bus
918,ANTONIO LOPEZ-INMACULADA CONCEPCION,11,439760.0,4472103.0,Bus
924,ANTONIO LOPEZ-VADO,12,441025.0,4470893.0,Bus
925,ANTONIO LOPEZ-SOCUELLAMOS,12,441054.0,4470508.0,Bus
927,"SAN MARIO,8",12,441380.0,4470067.0,Bus
929,ESTAFETA-NAVASCUES,12,441325.0,4469558.0,Bus
930,ESTAFETA-AV.SAN FERMIN,12,441338.0,4469372.0,Bus
1011,DUQUESA DE PARCENT-CUART DE POBLET,10,436334.0,4472165.0,Bus
1012,DUQUESA DE PARCENT Nº 54,10,436647.0,4472113.0,Bus
1015,Pº ERMITA DEL SANTO-VIA CARPETANA,10,438640.0,4473307.0,Bus
1016,Pº ERMITA DEL SANTO-SEPULVEDA,10,438682.0,4473504.0,Bus
1017,Pº. ERMITA DEL SANTO - AV.MANZANARES,10,438735.0,4473724.0,Bus
1021,ENRIQUE LARRETA-AGUSTIN DE FOXA,5,441903.0,4480190.0,Bus
1023,CTA.SAN VICENTE-ARRIAZA,1,439426.0,4474858.0,Bus
1029,NARVAEZ-AVDA. FELIPE II,4,442793.0,4475258.0,Bus
1030,CONDE DE PEÑALVER-HERMOSILLA,4,442803.0,4475415.0,Bus
1031,CONDE DE PEÑALVER-AYALA,4,442821.0,4475647.0,Bus
1038,AV.MENENDEZ PELAYO-PZA.NIÑO JESUS,3,442713.0,4473847.0,Bus
1039,MENENDEZ PELAYO-PZA.MARIANO CAVIA,3,442527.0,4473474.0,Bus
1043,JOSE ANTONIO ARMONA-Pº STA.Mª CABEZA,2,440991.0,4473075.0,Bus
1320,MEJIA LEQUERICA-HORTALEZA,1,440943.0,4475513.0,Bus
1324,GRAL.ALVAREZ CASTRO-Gª PAREDES,7,440515.0,4476656.0,Bus
1325,GRAL.ALVAREZ CASTRO-JOSE ABASCAL,7,440523.0,4476849.0,Bus
1328,ALCALA-MATEO GARCIA,15,444717.0,4476156.0,Bus
1330,Pº ERMITA DEL SANTO-PTE.SAN ISIDRO,11,438628.0,4472962.0,Bus
1335,AMPOSTA-POBLADURA VALLE,20,447483.0,4475342.0,Bus
1336,AMPOSTA-TEJEDORES,20,447304.0,4475634.0,Bus
1337,ALBERIQUE-ALBAIDA,20,447468.0,4475753.0,Bus
1338,ALBERIQUE-HELLIN,20,447718.0,4475797.0,Bus
1339,AV.ARCENTALES-AV.CANILLEJAS,20,448230.0,4476358.0,Bus
1343,POBLADURA VALLE-ALCONERA,20,447660.0,4475521.0,Bus
1344,AMPOSTA-POBLADURA VALLE,20,447446.0,4475317.0,Bus
1345,POBLADURA VALLE-SAN ROMAN VALLE,20,447219.0,4475160.0,Bus
1346,POBLADURA VALLE-ARCOS JALON,20,447001.0,4475043.0,Bus
1176,MERCAMADRID-CARNICAS,18,443340.0,4468038.0,Bus
1180,LUIS HOYOS SAINZ-FTE.CARRANTONA,14,446233.0,4472966.0,Bus
1181,VALDEBERNARDO-LUIS HOYOS SAINZ,14,446510.0,4472941.0,Bus
1117,PRINCIPE DE VERGARA-FRANCISCO SILVELA,5,442514.0,4476978.0,Bus
1173,AV.MORATALAZ-PZA.ENCUENTRO,14,444963.0,4473247.0,Bus
1174,AV.MORATALAZ-Cº VINATEROS,14,445247.0,4473396.0,Bus
1175,AV.MORATALAZ Nº 180 -COLEGIO SENARA,14,445568.0,4473559.0,Bus
421,LOPEZ DE HOYOS-GTA.LUIS ROSALES,16,444633.0,4479939.0,Bus
422,LOPEZ DE HOYOS-GRAN VIA DE HORTALEZA,16,444756.0,4480127.0,Bus
425,MAR CASPIO-PZA.SANTOS DE LA HUMOSA ,16,445180.0,4480714.0,Bus
426,MAR DE LAS ANTILLAS-MAR NEGRO,16,445416.0,4480783.0,Bus
429,SANTA ADELA-SANTA SUSANA,16,445192.0,4481342.0,Bus
431,SANTA SUSANA-MAR DE LAS ANTILLAS,16,445281.0,4481043.0,Bus
1349,ASCAO-GUTIERRE DE CETINA,15,445700.0,4475858.0,Bus
558,FCO.SILVELA-PADILLA,4,443140.0,4476036.0,Bus
559,CONDESA VENADITO-ARTURO SORIA,15,445016.0,4477752.0,Bus
561,TORRELAGUNA-JOSE SILVA,15,444089.0,4478488.0,Bus
570,FCO.SILVELA-AV.AMERICA,4,442685.0,4476668.0,Bus
439,ARTURO SORIA-LOPEZ DE HOYOS,15,444118.0,4479153.0,Bus
440,LOPEZ DE HOYOS-PEDRO SALINAS,15,444054.0,4478858.0,Bus
441,AV.RAMON Y CAJAL-AV.LA PAZ,15,444044.0,4478542.0,Bus
444,LOPEZ DE HOYOS-CLARA DEL REY,5,443508.0,4477977.0,Bus
446,LOPEZ DE HOYOS-CARDENAL SILICEO,5,443144.0,4477662.0,Bus
450,LOPEZ DE HOYOS-FCO.SILVELA,5,442333.0,4477050.0,Bus
452,SERRANO-MARIA DE MOLINA,5,441897.0,4476825.0,Bus
454,SERRANO-MALDONADO,4,441861.0,4476348.0,Bus
459,PZA.CANOVAS DEL CASTILLO,1,441184.0,4474258.0,Bus
460,Pº PRADO-PZA.PLATERIA MTNEZ.,1,441274.0,4473974.0,Bus
461,Pº PRADO-ATOCHA,1,441342.0,4473687.0,Bus
464,Pº REINA CRISTINA-ANDRES TORREJON,3,442288.0,4473358.0,Bus
465,CAVANILLES-PZA.MARIANO CAVIA,3,442580.0,4473342.0,Bus
466,CAVANILLES-ABTAO,3,442791.0,4473213.0,Bus
467,DR.ESQUERDO-CAVANILLES,3,443043.0,4473028.0,Bus
470,MONTE IGUELDO-MARIA BOSCH,13,443421.0,4472232.0,Bus
471,AV.OROVILLA-AV.FELICIDAD,17,441563.0,4468012.0,Bus
472,ARROYO OLIVAR-MONTE PERDIDO,13,443919.0,4471697.0,Bus
473,ARROYO OLIVAR-C.MARTIN ALVAREZ,13,444018.0,4471630.0,Bus
352,AV.SENECA-TRV. ANTONIO NEBRIJA,9,438396.0,4476597.0,Bus
353,RAMIREZ DE PRADO-VARA DE REY,2,441672.0,4472514.0,Bus
354,MENDEZ ALVARO-MENESES,2,442143.0,4472351.0,Bus
357,AV.CDAD.BARCELONA-LUIS MITJANS,3,443063.0,4472556.0,Bus
359,AV.PEÑA PRIETA-FRANCISCO IGLESIAS,13,443496.0,4472551.0,Bus
362,SIERRA TOLEDANA-PATIO SANTIAGO,13,444140.0,4473018.0,Bus
363,AV.MORATALAZ-PZA.CORR.ALONSO AGUILAR,14,444339.0,4473305.0,Bus
1048,Pº CASTELLANA-PZA.DE LIMA,5,441571.0,4478489.0,Bus
1052,Pº CASTELLANA-RAFAEL SALGADO,6,441540.0,4478624.0,Bus
1053,PZA.EMPERADOR CARLOS V,1,441271.0,4473458.0,Bus
1054,RONDA DE ATOCHA,1,440813.0,4473282.0,Bus
1055,PUERTA DE ALCALA,4,441716.0,4474854.0,Bus
1058,CENTRO DE CARGA AEREA 4,21,451293.0,4478294.0,Bus
1060,JOSE LUIS ARRESE-Mª TERESA SAENZ HEREDIA,15,444536.0,4474996.0,Bus
1063,VILLUERCAS-BARROS,13,443576.0,4469817.0,Bus
1065,ALIANZA-UNANIMIDAD,17,441883.0,4467902.0,Bus
1066,FCO.VILLAESPESA-EZEQUIEL SOLANA,15,445525.0,4475815.0,Bus
1067,ANTONIA RGUEZ.SACRISTAN-CENTRO DE SALUD,11,436652.0,4469641.0,Bus
1071,EMILIO MUÑOZ-MIGUEL YUSTE,20,447253.0,4476337.0,Bus
1072,CRONOS-SAN ROMUALDO,20,447513.0,4476673.0,Bus
1073,PZA.CRONOS,20,447661.0,4476990.0,Bus
1076,LUCANO-AQUILES,20,448244.0,4476910.0,Bus
1080,CANAL DE BOSFORO-ESFINGE,20,448429.0,4477106.0,Bus
1081,SAN MARIANO-NECTAR,20,448207.0,4477204.0,Bus
1082,NECTAR-AV.CANILLEJAS,20,447929.0,4477120.0,Bus
1083,PZA.CRONOS,20,447609.0,4476955.0,Bus
1084,CRONOS-SAN ROMUALDO,20,447489.0,4476660.0,Bus
1089,PAYASO FOFO-SIERRA BERMEJA,13,444076.0,4471503.0,Bus
1091,PAYASO FOFO-AV.ALBUFERA,13,444148.0,4471699.0,Bus
582,Pº CASTELLANA-MARIA DE MOLINA,5,441565.0,4476851.0,Bus
848,ALCALA-CEDACEROS,1,440903.0,4474617.0,Bus
850,ROBERTO DOMINGO-AV.DONOSTIARRA,4,444026.0,4476453.0,Bus
853,ALCALA-HERMOSILLA,4,443016.0,4475478.0,Bus
856,GOYA-PRINCIPE VERGARA,4,442378.0,4475374.0,Bus
858,GOYA-SERRANO,4,441680.0,4475432.0,Bus
27,ISAAC PERAL-FERNANDEZ DE LOS RIOS,9,439182.0,4476584.0,Bus
455,SERRANO-MARQUES VILLAMAGNA,4,441817.0,4475871.0,Bus
1367,AVDA. AVIACION,10,433563.0,4470253.0,Bus
1370,Pº EXTREMADURA Nº 445,10,433954.0,4471291.0,Bus
1374,LUCHANA-FRANCISCO DE ROJAS,7,440769.0,4476016.0,Bus
1297,SEBASTIAN ALVARO,10,434535.0,4471940.0,Bus
1301,Pº EXTREMADURA-SAN MANUEL,10,435669.0,4472873.0,Bus
1305,JUAN DUQUE-MORENO NIETO,2,439058.0,4473930.0,Bus
1310,Pº IMPERIAL-GTA.PIRAMIDES,2,439434.0,4472768.0,Bus
1226,JOAQUIN TURINA-POLVORANCA,11,436049.0,4469523.0,Bus
1231,OLIVA DE PLASENCIA-GRAL.R.BASART,10,434314.0,4470344.0,Bus
1236,AV.GRAL.FANJUL -EST.RENFE AGUILAS,10,433822.0,4470587.0,Bus
1160,PZA.ACHICORIA,10,436885.0,4472892.0,Bus
1168,SEGOVIA-VIRGEN DEL PUERTO,2,439041.0,4474150.0,Bus
1172,DR.ESQUERDO-PZA.CONDE CASAL,3,443260.0,4473377.0,Bus
1182,VALDEBERNARDO-HACIENDA PAVONES,14,446459.0,4472569.0,Bus
1095,JOSE LUIS ARRESE-Mª TERESA SAENZ HEREDIA,15,444519.0,4474987.0,Bus
1103,PRINCIPE DE VERGARA-AYALA,4,442447.0,4475653.0,Bus
405,VELAZQUEZ-DIEGO DE LEON,4,442161.0,4476414.0,Bus
408,LOPEZ DE HOYOS-FCO.SILVELA,5,442357.0,4477035.0,Bus
414,FDEZ.DE LOS RIOS-VALLEHERMOSO,7,439975.0,4476498.0,Bus
417,AV.RAMON Y CAJAL-AV.LA PAZ,15,444058.0,4478517.0,Bus
418,LOPEZ DE HOYOS-CAÑAS,15,444078.0,4478871.0,Bus
1201,Pº DE LA VENTA-PARQUE DE ATRACCIONES,9,436246.0,4473608.0,Bus
2863,ANTONIO MACHADO-VALDERRODRIGO,9,439118.0,4480402.0,Bus
2974,CESAR MANRIQUE-LA CABRERA,8,439041.0,4480646.0,Bus
3405,VENTISQUERO CONDESA-C.HERRERA ORIA,8,439512.0,4481862.0,Bus
4024,CERRO MINGUETE-VENTISQUERO DE LA CONDESA,8,439292.0,4482256.0,Bus
1649,RAMON GOMEZ SERNA-JULIO CALVO,8,438869.0,4481763.0,Bus
435,LOPEZ DE HOYOS-BIOSCA,16,444883.0,4480342.0,Bus
437,LOPEZ DE HOYOS-GTA.LUIS ROSALES,16,444607.0,4479952.0,Bus
341,JOAQUIN COSTA-N.MINISTERIOS,5,441573.0,4477730.0,Bus
342,Pº CASTELLANA-NUEVOS MINISTERIOS,7,441448.0,4477459.0,Bus
348,ALMAGRO Nº 3,7,441144.0,4475738.0,Bus
5462,AVDA.LOS ROSALES-ORO,17,442605.0,4467102.0,Bus
5463,AV.ROSALES-MATACHEL,17,442381.0,4467459.0,Bus
1204,Pº EXTREMADURA-CARLINA,10,436359.0,4473183.0,Bus
1207,RONDA DE VALENCIA,1,440580.0,4473200.0,Bus
1209,Pº ACACIAS-RIBERA DE CURTIDORES,2,440125.0,4473034.0,Bus
1210,Pº ACACIAS-Pº OLMOS,2,439870.0,4472944.0,Bus
1212,GRAL.RICARDOS-GTA.MQUES.VADILLO,11,439246.0,4472290.0,Bus
664,SAINZ DE BARANDA-JUAN ESPLANDIU,3,443610.0,4474615.0,Bus
666,SAINZ DE BARANDA-NARVAEZ,3,442777.0,4474471.0,Bus
668,NARVAEZ,3,442772.0,4474923.0,Bus
670,ALCALA-PRINCIPE DE VERGARA,4,442464.0,4475158.0,Bus
671,ALCALA-CASTELLO,4,442306.0,4475068.0,Bus
674,FDEZ.DE LOS RIOS-GUZMAN EL BUENO,7,439592.0,4476524.0,Bus
675,FDEZ.DE LOS RIOS-MAGALLANES,7,440331.0,4476472.0,Bus
677,ELOY GONZALO-JUAN DE AUSTRIA,7,440762.0,4476440.0,Bus
678,SANTA PRISCA,15,445043.0,4475574.0,Bus
686,AV.PIO XII-CENTRO COMERCIAL,5,442793.0,4479504.0,Bus
687,AV.PIO XII-COMANDANTE FRANCO,5,442851.0,4479834.0,Bus
690,AV.PIO XII-NUNCIATURA,5,443004.0,4480204.0,Bus
692,AV.PIO XII-CENTRO COMERCIAL,5,442774.0,4479514.0,Bus
695,AV.DR.ARCE-PZA.SANTA GEMA,5,442374.0,4477846.0,Bus
704,FERNANDO EL CATOLICO-MAGALLANES,7,440227.0,4476354.0,Bus
705,FERNANDO EL CATOLICO-VALLEHERMOSO,7,439969.0,4476381.0,Bus
574,MQUES.DE ZAFRA-MQUES.MONDEJAR,4,443519.0,4475532.0,Bus
575,FCO.SILVELA-PZA.M.BECERRA,4,443301.0,4475846.0,Bus
576,FCO.SILVELA-AZCONA,4,443086.0,4476187.0,Bus
5426,EDUARDO BARREIROS-AV.POBLADOS,12,441015.0,4469317.0,Bus
478,AV.PALOMERAS-PUERTO DEL PICO,13,445032.0,4470988.0,Bus
480,EXTREMEÑOS-AV.PABLO NERUDA,13,445267.0,4470943.0,Bus
481,EXTREMEÑOS-AV.RAFAEL ALBERTI,13,445513.0,4470803.0,Bus
482,RAFAEL ALBERTI-ARAGONESES,13,445362.0,4470654.0,Bus
486,VILLALOBOS-LEONESES,13,445269.0,4470602.0,Bus
487,RAFAEL ALBERTI-ARAGONESES,13,445404.0,4470643.0,Bus
491,AV.PALOMERAS-PUERTO DEL PICO,13,445032.0,4471001.0,Bus
492,AV.PALOMERAS-PEDRO LABORDE,13,444885.0,4471063.0,Bus
494,ARROYO OLIVAR-JESUS JIMENEZ,13,444588.0,4471297.0,Bus
495,ARROYO OLIVAR-TTE.MUÑOZ DIAZ,13,444300.0,4471509.0,Bus
500,AV.CDAD.BARCELONA-M30,3,443192.0,4472489.0,Bus
501,AV.CDAD.BARCELONA-PACIFICO,3,442883.0,4472706.0,Bus
502,CAVANILLES-DR.ESQUERDO,3,443043.0,4473075.0,Bus
504,CAVANILLES-PZA.MARIANO CAVIA,3,442565.0,4473371.0,Bus
377,ENCOMIENDA PALACIOS-PICO ARTILLEROS,14,445567.0,4472636.0,Bus
378,ENCOMIENDA DE PALACIOS-ARROYO FONTARRON,14,445234.0,4472632.0,Bus
380,ARROYO FONTARRON-CORR.J.FCO.LUJAN,14,444947.0,4472844.0,Bus
381,ARROYO FONTARRON-PZA.ENCUENTRO,14,444831.0,4473144.0,Bus
384,PZA.CORR.ALONSO AGUILAR,14,444198.0,4473352.0,Bus
385,SIERRA ELVIRA-SIERRA TOLEDANA,13,444137.0,4473116.0,Bus
386,SIERRA ELVIRA-JULIAN DEL CERRO,13,443858.0,4473095.0,Bus
387,AV.PEÑA PRIETA-PILAR RUEDA,13,443759.0,4472862.0,Bus
392,MENDEZ ALVARO-PEDRO BOSCH,2,442334.0,4472172.0,Bus
394,MENDEZ ALVARO-COMERCIO,2,442012.0,4472557.0,Bus
396,ANCORA-MENDEZ ALVARO,2,441666.0,4472905.0,Bus
397,PALOS DE LA FRONTERA-Pº STA.Mª CABEZA,2,441016.0,4472958.0,Bus
1106,PRINCIPE DE VERGARA-MARIA DE MOLINA,5,442526.0,4476790.0,Bus
1998,ISLA DE AROSA-ISLAS CIES,8,439337.0,4481676.0,Bus
364,AV.MORATALAZ-PARQUE DARWIN,14,444522.0,4473238.0,Bus
367,ARROYO FONTARRON-E.PALACIOS,14,445098.0,4472646.0,Bus
368,ENCOMIENDA PALACIOS-A.FONTARRON,14,445212.0,4472609.0,Bus
369,ENCOMIENDA PALACIOS-PICO ARTILLEROS,14,445556.0,4472627.0,Bus
371,ENCOMIENDA PALACIOS-FTE.CARRANTONA,14,445991.0,4472349.0,Bus
373,VALDEBERNARDO-HACIENDA PAVONES,14,446443.0,4472511.0,Bus
374,ENCOMIENDA PALACIOS-VALDEBERNARDO,14,446253.0,4472249.0,Bus
339,SERRANO-GUADIANA,5,442117.0,4477899.0,Bus
6151,PRINCIPE DE VERGARA-MARIA DE MOLINA,4,442520.0,4476709.0,Bus
264,GUETARIA-TOLOSA,12,439369.0,4469614.0,Bus
265,AV.POBLADOS-AV.RAFAELA YBARRA,12,439555.0,4469661.0,Bus
259,AV.RAFAELA YBARRA-CESTONA,12,439624.0,4469504.0,Bus
2810,AV.POBLADOS-Cº VIEJO VILLAVERDE,12,439822.0,4469569.0,Bus
5406,LEIZA-AV.RAFAELA YBARRA,12,439580.0,4469373.0,Bus
2813,AV.POBLADOS-Cº VIEJO VILLAVERDE,12,439824.0,4469592.0,Bus
488,EXTREMEÑOS-AV.RAFAEL ALBERTI,13,445516.0,4470823.0,Bus
493,AV.BUENOS AIRES-AV.PALOMERAS,13,444695.0,4471148.0,Bus
420,LOPEZ DE HOYOS-NAVARRO AMANDI,16,444272.0,4479451.0,Bus
424,LOPEZ DE HOYOS-VALDETORRES DEL JARAMA,16,445082.0,4480598.0,Bus
428,MAR DE LAS ANTILLAS-ABIZANDA,16,445084.0,4481214.0,Bus
50,GRAN VIA HORTALEZA-HARO,16,444894.0,4480046.0,Bus
56,GUZMAN EL BUENO-CEA BERMUDEZ,7,439643.0,4476905.0,Bus
60,ALCALA-LAGASCA,3,441945.0,4474861.0,Bus
65,DR.ESQUERDO-JORGE JUAN,4,443389.0,4475092.0,Bus
125,BAILEN-YESEROS,1,439550.0,4473946.0,Bus
134,STA.ENGRACIA-PZA.ALONSO MARTINEZ,7,441091.0,4475743.0,Bus
138,STA.ENGRACIA-BRETON LOS HERREROS,7,440692.0,4476978.0,Bus
181,HNOS.GARCIA NOBLEJAS-VALDECANILLAS,20,446523.0,4475831.0,Bus
199,GRAL.MOSCARDO-BASILICA,6,441021.0,4478032.0,Bus
244,EMBAJADORES-GTA.STA.Mª CABEZA,2,440794.0,4472612.0,Bus
249,MARCELO USERA-GTA. DE CADIZ,12,440714.0,4471270.0,Bus
258,AV.RAFAELA YBARRA-PQUE.DE LA PALOMA,12,439632.0,4469908.0,Bus
268,AV.RAFAELA YBARRA-MARINA VEGA,12,439723.0,4470374.0,Bus
307,COSTA RICA-VICTOR DE LA SERNA,5,443108.0,4479060.0,Bus
311,ARTURO SORIA-AÑASTRO,15,443644.0,4480077.0,Bus
323,CUEVAS DE ALMANZORA-AV.SAN LUIS,16,443869.0,4480771.0,Bus
327,ARTURO SORIA-SERRANO GALVACHE,15,443532.0,4480480.0,Bus
332,RAMIREZ DE PRADO-BUSTAMAMTE,2,441294.0,4472661.0,Bus
3499,Pº LOS OLIVOS-CARAMUEL,10,438160.0,4473350.0,Bus
3502,SILVANO-JOSE DOMINGO RUS,16,446435.0,4479498.0,Bus
3944,SESEÑA-VALMOJADO,10,435842.0,4472344.0,Bus
3965,COMERCIO Nº 1,3,442329.0,4473029.0,Bus
3945,SESEÑA-VALMOJADO,10,435838.0,4472357.0,Bus
3963,MENENDEZ PELAYO-GRANADA,3,442387.0,4473192.0,Bus
3962,MENENDEZ PELAYO-CAVANILLES,3,442472.0,4473357.0,Bus
3633,AMPOSTA-TEJEDORES,20,447298.0,4475617.0,Bus
3952,Cº CAMPAMENTO-METRO CASA DE CAMPO,9,435564.0,4472995.0,Bus
1216,GRAL.RICARDOS-CLARISAS,11,438237.0,4471556.0,Bus
1824,CONGOSTO-LA REVOLTOSA,18,447454.0,4469876.0,Bus
1832,BURJASOT-BENIFERRI,17,441381.0,4466494.0,Bus
1673,AV.SAN LUIS-AÑASTRO,16,444258.0,4480489.0,Bus
1686,PRINCIPE VIANA-MIRAVALLES,8,432293.0,4480361.0,Bus
1691,Pº SAN ILLAN-SAN CANDIDO,11,438829.0,4472583.0,Bus
1606,CLARA CAMPOAMOR-AVEFRIA,11,437859.0,4470773.0,Bus
1616,JOSE DEL HIERRO-VIRGEN DEL LLUC,15,444741.0,4476441.0,Bus
1629,AV.CANILLEJAS A VICALVARO-ALIAGA,20,448148.0,4476566.0,Bus
1538,AV.REINA VICTORIA-AV.PABLO IGLESIAS,6,440088.0,4477843.0,Bus
1552,AVDA. MARTIN FIERRO,9,438084.0,4476540.0,Bus
1556,AV.DE VALLADOLID Nº 9,9,438365.0,4475598.0,Bus
1491,AV.RAMON Y CAJAL-PPE.VERGARA,5,442681.0,4478325.0,Bus
1430,RAIMUNDO FDEZ.VILLAVERDE-CTE.ZORITA,6,440883.0,4477781.0,Bus
860,GENOVA-PZA.ALONSO MARTINEZ,7,441155.0,4475632.0,Bus
862,CARRANZA-GTA.BILBAO,7,440467.0,4475844.0,Bus
863,ALBERTO AGUILERA-GTA.R.JIMENEZ,7,440136.0,4475915.0,Bus
866,ALBERTO AGUILERA-ARGUELLES,7,439407.0,4476012.0,Bus
868,Pº PINTOR ROSALES-FCO.J.ALCANTARA,9,438849.0,4475854.0,Bus
869,MQUES.URQUIJO-MARTIN DE LOS HEROS,9,439160.0,4475913.0,Bus
870,ALBERTO AGUILERA-ARGUELLES,1,439435.0,4475990.0,Bus
872,ALBERTO AGUILERA-GTA.R.JIMENEZ,1,440160.0,4475888.0,Bus
875,GENOVA-PZA.ALONSO MARTINEZ,1,441136.0,4475627.0,Bus
877,GOYA-SERRANO,4,441709.0,4475399.0,Bus
881,ALCALA-GOYA,4,442859.0,4475359.0,Bus
882,ALCALA-HERMOSILLA,4,443035.0,4475464.0,Bus
885,ROBERTO DOMINGO-AV.DONOSTIARRA,4,444052.0,4476452.0,Bus
889,VIRGEN DEL SAGRARIO-JOSE DEL HIERRO,15,445021.0,4476607.0,Bus
898,ALCOCER-VIRGEN DESAMPARADOS,17,440857.0,4467051.0,Bus
901,DR.PEREZ DOMINGUEZ-AV.REAL DE PINTO,17,440067.0,4466714.0,Bus
903,Pº. ALBERTO PALACIOS-ALADIERNA,17,439718.0,4466634.0,Bus
586,RIOS ROSAS-SANTA ENGRACIA,7,440617.0,4477269.0,Bus
587,PZA.JUAN ZORRILLA,7,440336.0,4477277.0,Bus
588,AV.FILIPINAS-VALLEHERMOSO,7,440006.0,4477121.0,Bus
594,CEA BERMUDEZ-VALLEHERMOSO,7,439990.0,4476900.0,Bus
596,JOSE ABASCAL-SANTA ENGRACIA,7,440683.0,4476862.0,Bus
598,JOSE ABASCAL-Pº CASTELLANA,7,441438.0,4476806.0,Bus
606,ALCALA Nº194,4,443727.0,4475895.0,Bus
607,PZA. AMERICA ESPAÑOLA,4,443904.0,4475836.0,Bus
608,SANCHO DAVILA,4,443955.0,4475595.0,Bus
611,AV.MEDITERRANEO-PZA.MARIANO CAVIA,3,442582.0,4473423.0,Bus
612,Pº PRADO-ATOCHA,3,441381.0,4473702.0,Bus
616,Pº HABANA-BALBINA VALVERDE,5,441690.0,4478024.0,Bus
617,Pº HABANA-PZA.SAGRADOS CORAZONES,5,441912.0,4478273.0,Bus
621,Pº HABANA-HONDURAS,5,442359.0,4479214.0,Bus
625,PZA.DUQUE DE PASTRANA,5,442675.0,4480147.0,Bus
626,AV.BURGOS-MARQUES DE TORROJA,5,442796.0,4480376.0,Bus
630,Pº HABANA-MENENDEZ PIDAL,5,442527.0,4479985.0,Bus
632,Pº HABANA-MACARENA,5,442419.0,4479471.0,Bus
