 ID-EVENTO,Title,District,X-coordinate,Y-coordinate,Latitude,Length,Type
11893656,"1,2,3... Relax a través del yoga",chamberi,439412.0,4476170.0,4.04339582609609e+16,-3.71433584866894e+16,['CursosTalleres']
11951201,20 a tocar,usera,439486.0,4470667.0,4038439900273860.0,-3.71295199684294e+16,['Musica']
11942368,3 cromosomas de Janira León,fuencarral-el pardo,439867.0,4481122.0,4047860087334550.0,-3.70944083429799e+16,['RecitalesPresentacionesActosLiterarios']
11885588,"3, 2, 1... Impro: taller de improvisación de teatro",carabanchel,438758.0,4471886.0,4.03953264068879e+16,-3721622686264930.0,['CursosTalleres']
11835158,3ª Edición Paseos Morados,villaverde,439286.0,4466819.0,403497106325215.0,-3.71494162910067e+16,['ExcursionesItinerariosVisitas']
11958859,4 patas tiene un cuento,retiro,441967.0,4474495.0,4041906024374350.0,-3.68406153879269e+16,['TeatroPerformance']
11932870,5 Historias,vicalvaro,448357.0,4472920.0,4.0405292721436e+16,-3.60861612000171e+16,['Musica']
11948971,58 Premio Reina Sofía.,retiro,441967.0,4474495.0,4041906024374350.0,-3.68406153879269e+16,[]
11952493,8 de marzo. Programa conmemoración Día Internacional de la Mujer en Chamartín,chamartin,442656.0,4477714.0,4044810636195710.0,-3.67623096200973e+16,[]
11939206,"8 de marzo: ¡Si no puedo bailar, no es mi revolución!",villa de vallecas,446579.0,4469157.0,4037128211425510.0,-3.62924603516998e+16,['CursosTalleres']
11942319,8M en red: quién es quién en los Espacios de Igualdad,chamberi,439412.0,4476170.0,4.04339582609609e+16,-3.71433584866894e+16,[]
11944072,8M en red: quién es quién en los Espacios de Igualdad,carabanchel,438758.0,4471886.0,4.03953264068879e+16,-3721622686264930.0,[]
11913908,"Abriendo el corazón: amor, compasión",retiro,442345.0,4474221.0,404166091081099.0,-3.67959303680348e+16,['ConferenciasColoquios']
11934565,Acróstico,usera,439248.0,4469889.0,4037738097077750.0,-3715659887802670.0,"['DanzaBaile', 'FolcloreEtnica']"
11946331,Actividad de dibujo: Vamos a dibujar y poner el mundo al revés,centro,439775.0,4473962.0,4041410290844660.0,-3.70985912127358e+16,['CursosTalleres']
11956011,Acto de entrega del II Premio de Poesía María Lejárraga,hortaleza,444461.0,4482397.0,4049041562546540.0,-3655356751728000.0,['ConcursosCertamenes']
11939507,Actos de conmemoración del IV centenario de la canonización de San Isidro Labrador (1622-2022),centro,439289.0,4473597.0,4041077050441220.0,-3715552056000270.0,['TeatroPerformance']
11920627,Adrián Cano alias r.phlux.d,retiro,441277.0,4474496.0,4.0419011767401e+16,-3692206111679650.0,['CursosTalleres']
11956706,África y España II: de la Edad Media al siglo XIX,villa de vallecas,448550.0,4470424.0,4038281899948720.0,-3606140062044450.0,['ConferenciasColoquios']
11934599,Ágora Joven Junior,salamanca,441476.0,4475151.0,4.04249263476107e+16,-3.68992085196634e+16,['CuentacuentosTiteresMarionetas']
11942100,Aguas subterráneas,vicalvaro,447278.0,4472321.0,4039982891410400.0,-3621281890570370.0,['DanzaBaile']
11920596,Aïda Gómez,retiro,441277.0,4474496.0,4.0419011767401e+16,-3692206111679650.0,['CursosTalleres']
11950901,Ailleurs si j?y suis,arganzuela,440946.0,4471422.0,4039130985242180.0,-3.6958028442054e+16,['ProgramacionDestacadaAgendaCultura']
11951858,Aires del Ayer,latina,434222.0,4472418.0,4.03997646776371e+16,-3775144917950530.0,"['DanzaBaile', 'FolcloreEtnica']"
11946443,Airu - Vicalvaro,vicalvaro,449367.0,4473005.0,4040612043638950.0,-3.59673236942084e+16,['1ciudad21distritos']
11944531,Al encuentro de Rafael de León,fuencarral-el pardo,438850.0,4481314.0,4048025613358830.0,-3.72146867779529e+16,['ComemoracionesHomenajes']
11923139,Alaia Galtzagorria: cuentos de nuestra mitología - Ostomila Txotxongilo Taldea / Teatro de títeres Ostomila (Euskal Herria),retiro,441748.0,4474466.0,4041878362561590.0,-3.68665194710036e+16,['CuentacuentosTiteresMarionetas']
11768178,Alain Resnais. El año pasado en Marienbad,centro,439759.0,4475508.0,4042802889001870.0,-3710182353581840.0,['ProgramacionDestacadaAgendaCultura']
11880251,Alcoba Nupcial,fuencarral-el pardo,441699.0,4482933.0,4049504564211650.0,-3.68800702560937e+16,['ComemoracionesHomenajes']
11949320,Alegría de Cirque du Soleil (Circo del Sol),moncloa-aravaca,438185.0,4474331.0,4041730150976790.0,-3.72862235407303e+16,['DanzaBaile']
11920630,Alessio Meloni,retiro,441277.0,4474496.0,4.0419011767401e+16,-3692206111679650.0,['CursosTalleres']
11950929,Alexander Vadusevan en conversación con Javier Gil,arganzuela,440946.0,4471422.0,4039130985242180.0,-3.6958028442054e+16,[]
11914604,Alfabetización digital,retiro,443307.0,4472652.0,4040254931370520.0,-3668092320219010.0,['CursosTalleres']
11939059,Alicia,carabanchel,436243.0,4469562.0,4037420290010210.0,-3.75103374498486e+16,['TeatroPerformance']
11937221,Alicia,latina,437830.0,4473132.0,4040647389284970.0,-3.7327010920242e+16,['CuentacuentosTiteresMarionetas']
11957573,Alicia,ciudad lineal,444825.0,4475074.0,4042447060804350.0,-3.65042533242011e+16,['ProgramacionDestacadaAgendaCultura']
11937608,Alzheimer precoz:  importancia del diagnóstico precoz en la enfermedad y terapias evolutivas,fuencarral-el pardo,439867.0,4481122.0,4047860087334550.0,-3.70944083429799e+16,['ConferenciasColoquios']
11776601,Amar la existencia,san blas-canillejas,448119.0,4477485.0,4044640229188280.0,-3.6117933204271e+16,['CursosTalleres']
11941348,Amigos del barrio,latina,436432.0,4472601.0,4040159394334660.0,-3749110841406560.0,['Musica']
11957453,Amor y locura,san blas-canillejas,449282.0,4477702.0,4.04484289257626e+16,-3.59809698881873e+16,['DanzaBaile']
11940786,Ana María Puente 'La Pelirroja',latina,433786.0,4470559.0,403829835905706.0,-3.78008905641066e+16,"['Musica', 'LatinaEspanola']"
11900323,Análisis de aguas (dentro del Programa de Intervención por la Biodiversidad),moncloa-aravaca,437990.0,4474399.0,4041789950036310.0,-3.73093908589311e+16,['CursosTalleres']
11958157,Andrés Cañadas,unknown,Unknown,Unknown,Unknown,Unknown,['ActividadesCalleArteUrbano']
11950931,Andrés Felipe Solano y Sabina Urraca en conversación,arganzuela,440946.0,4471422.0,4039130985242180.0,-3.6958028442054e+16,[]
11920493,"Anhelo. 1, 2, Trío",retiro,441277.0,4474496.0,4.0419011767401e+16,-3692206111679650.0,['ProgramacionDestacadaAgendaCultura']
11938932,Animales,carabanchel,437813.0,4471853.0,4.03949599128818e+16,-3732764798621330.0,['TeatroPerformance']
11906787,Antón Cortés Trío. Soniquete (Latina),latina,435330.0,4470783.0,4038513183038140.0,-3761911556533900.0,['1ciudad21distritos']
11906762,Antón Cortés Trío. Soniquete (San Blas - Canillejas),san blas-canillejas,447255.0,4474591.0,4042027705095570.0,-3621741078700330.0,['1ciudad21distritos']
11850864,ANTONIO FERNÁNDEZ ALVIRA «MEMORIA DE FORMA»,centro,439759.0,4475508.0,4042802889001870.0,-3710182353581840.0,['ProgramacionDestacadaAgendaCultura']
11941044,Aparajito (El invencible),arganzuela,440946.0,4471422.0,4039130985242180.0,-3.6958028442054e+16,['ProgramacionDestacadaAgendaCultura']
11780613,Aprende a bailar Marinera,san blas-canillejas,447255.0,4474591.0,4042027705095570.0,-3621741078700330.0,['DanzaBaile']
11900355,Aprende a identificar las mariposas de Madrid,moncloa-aravaca,437990.0,4474399.0,4041789950036310.0,-3.73093908589311e+16,['CursosTalleres']
11887569,Aprende inglés,fuencarral-el pardo,441386.0,4482508.0,4049120609425070.0,-3.69163796332191e+16,[]
11912476,Aprendiendo a soplar y moldear vidrio. Nivel principiante,san blas-canillejas,446636.0,4477644.0,4044774002225860.0,-3.62928745422916e+16,['CursosTalleres']
11919123,Aprendiendo y compartiendo juntas: actualizando saberes digitales,latina,436800.0,4471778.0,4039420907754550.0,-3744687315765440.0,['CursosTalleres']
11941046,Apur Sansar (El mundo de Apu),arganzuela,440946.0,4471422.0,4039130985242180.0,-3.6958028442054e+16,['ProgramacionDestacadaAgendaCultura']
11724768,Árboles de El Retiro,retiro,441779.0,4473428.0,4040943503279110.0,-3.68617978009932e+16,[]
11904088,Árboles notables del Vivero,moncloa-aravaca,437990.0,4474399.0,4041789950036310.0,-3.73093908589311e+16,['ExcursionesItinerariosVisitas']
11906354,Arbolito y la Abubilla,retiro,441967.0,4474495.0,4041906024374350.0,-3.68406153879269e+16,['1ciudad21distritos']
11912358,ART CLUB: Messy Makers,san blas-canillejas,446636.0,4477644.0,4044774002225860.0,-3.62928745422916e+16,['CursosTalleres']
11912357,ART CLUB: Messy Makers,san blas-canillejas,446636.0,4477644.0,4044774002225860.0,-3.62928745422916e+16,['CursosTalleres']
11912294,Art Toys ¡en acción!,san blas-canillejas,446636.0,4477644.0,4044774002225860.0,-3.62928745422916e+16,['CursosTalleres']
11911950,Art Toys ¡en acción!,san blas-canillejas,446636.0,4477644.0,4044774002225860.0,-3.62928745422916e+16,['CursosTalleres']
11768262,ARTE MADRID «LOS ARTISTAS Y SU PALABRA»,centro,439759.0,4475508.0,4042802889001870.0,-3710182353581840.0,['ProgramacionDestacadaAgendaCultura']
11921888,Arte y vida,usera,439670.0,4470445.0,4038241253009170.0,-3.71075157478223e+16,['Exposiciones']
11957712,Artesanía. Crea y disfruta,chamartin,443189.0,4479129.0,4046088981165100.0,-3.67006891744273e+16,['CursosTalleres']
11768845,Artrics - Laboratorio de Creación,unknown,Unknown,Unknown,Unknown,Unknown,['TeatroPerformance']
11934004,Asamblea PIPO,usera,439248.0,4469889.0,4037738097077750.0,-3715659887802670.0,"['DanzaBaile', 'FolcloreEtnica']"
11948235,"Asumir el fracaso y convertirlo en risa, soltar el freno",fuencarral-el pardo,441892.0,4485296.0,4051635495615330.0,-3685946562681170.0,['CursosTalleres']
11936587,Atraco a las 3,ciudad lineal,444825.0,4475074.0,4042447060804350.0,-3.65042533242011e+16,['ProgramacionDestacadaAgendaCultura']
11920496,Attacca Quartet,retiro,441277.0,4474496.0,4.0419011767401e+16,-3692206111679650.0,['ProgramacionDestacadaAgendaCultura']
11887002,Aula abierta de informática: coworking,barajas,449784.0,4480499.0,4.04736591049753e+16,-3592395079190450.0,['CursosTalleres']
11939817,Aula de empleo,moratalaz,444520.0,4473567.0,4041087442118040.0,-3.65388912670776e+16,['CursosTalleres']
11805484,Aula de informática. Grupo 2,villaverde,439286.0,4466819.0,403497106325215.0,-3.71494162910067e+16,['CursosTalleres']
11753677,Aula de informática.Grupo 1,villaverde,439286.0,4466819.0,403497106325215.0,-3.71494162910067e+16,['CursosTalleres']
11890189,Aula de Salud Bodyfulness y Mindfulness,carabanchel,438891.0,4472167.0,4039786734087930.0,-3720088245008890.0,['ConferenciasColoquios']
11950676,Aulas,centro,440597.0,4474036.0,4041482868269550.0,-3.70016635995621e+16,['TeatroPerformance']
11921873,Ausencias,usera,439651.0,4470300.0,4.03810958389931e+16,-3710973351109330.0,['Exposiciones']
11888008,Autocuidado a través del movimiento. Grupo I,chamartin,443189.0,4479129.0,4046088981165100.0,-3.67006891744273e+16,['CursosTalleres']
11888010,Autocuidado a través del movimiento. Grupo II,chamartin,443189.0,4479129.0,4046088981165100.0,-3.67006891744273e+16,['CursosTalleres']
11939714,Autocuidado y autoestima,moratalaz,444520.0,4473567.0,4041087442118040.0,-3.65388912670776e+16,['FiestasNavidadesReyes']
11950812,Autocuidado: Conecta con tu sabia interior,retiro,443307.0,4472652.0,4040254931370520.0,-3668092320219010.0,['CursosTalleres']
11950398,Autodefensa Feminista,retiro,443307.0,4472652.0,4040254931370520.0,-3668092320219010.0,['CursosTalleres']
11884086,Autodefensa para mujeres en el Espacio de Igualdad Gloria Fuertes,vicalvaro,448473.0,4472636.0,4040274516135530.0,-3.60722570085963e+16,['CursosTalleres']
11911635,Autoestima y género II: herramientas prácticas,villaverde,441277.0,4466932.0,4035087114162280.0,-3691508909255180.0,['CursosTalleres']
11951912,Autoras de cómic en España: reivindicación profesional y denuncia de la precariedad,retiro,441277.0,4474496.0,4.0419011767401e+16,-3692206111679650.0,['ConferenciasColoquios']
11027064,Aves en familia,fuencarral-el pardo,441567.0,4484969.0,4051337745339970.0,-3.68974067227113e+16,['ItinerariosOtrasActividadesAmbientales']
11932246,Aves en familia,fuencarral-el pardo,441567.0,4484969.0,4051337745339970.0,-3.68974067227113e+16,['ItinerariosOtrasActividadesAmbientales']
10421053,Aves recicladoras,fuencarral-el pardo,441567.0,4484969.0,4051337745339970.0,-3.68974067227113e+16,['CursosTalleres']
11768271,Aziza Brahim «Nomadablues»,centro,439759.0,4475508.0,4042802889001870.0,-3710182353581840.0,['ProgramacionDestacadaAgendaCultura']
11768298,Bachar Mar-Khalifé «On/Off»,centro,439759.0,4475508.0,4042802889001870.0,-3710182353581840.0,['ProgramacionDestacadaAgendaCultura']
11893153,Bailando contigo,san blas-canillejas,448534.0,4477771.0,4.0449003967549e+16,-3.60691613772135e+16,['CursosTalleres']
11770063,"Bailar, recordar, resistir",centro,439759.0,4475508.0,4042802889001870.0,-3710182353581840.0,['DanzaBaile']
11946208,Baile de Coplas,moncloa-aravaca,433347.0,4478963.0,4045866721398760.0,-3786129575145950.0,['Musica']
10633173,Baile de Mayores en Centros Culturales Distrito Latina,latina,433786.0,4470559.0,403829835905706.0,-3.78008905641066e+16,[]
10634056,Baile de Mayores en Centros Culturales Distrito Latina,latina,436578.0,4473235.0,4.04073163281804e+16,-3747465416906970.0,[]
11951875,Ballet Ara de Madrid,latina,436432.0,4472601.0,4040159394334660.0,-3749110841406560.0,['DanzaBaile']
11768373,Ballet Nacional de Marsella. Program Childs / Carvalho/ Lasseindra/ Doherty,centro,439759.0,4475508.0,4042802889001870.0,-3710182353581840.0,['ProgramacionDestacadaAgendaCultura']
11831855,Baloncesto,unknown,Unknown,Unknown,Unknown,Unknown,['Exposiciones']
11951189,Banda Escuela de Música Maestro Barbieri,unknown,Unknown,Unknown,Unknown,Unknown,['Musica']
11946508,Barroco &amp; Pop,moncloa-aravaca,434663.0,4478596.0,4.04554618815197e+16,-3.77057183369139e+16,['Musica']
11946654,"Beatriz Galindo en Estocolmo, de Blanca Baltés",hortaleza,445579.0,4480884.0,4.04768598458695e+16,-3.64203533423332e+16,['TeatroPerformance']
11954315,Belle,san blas-canillejas,448023.0,4477305.0,4044477474902180.0,-3.61291058446337e+16,['CineActividadesAudiovisuales']
11896733,"Benín, la antigua Dahomey y la ruta de esclavos",retiro,442345.0,4474221.0,404166091081099.0,-3.67959303680348e+16,['ConferenciasColoquios']
11950916,Bernardine Evaristo en conversación con Mar García Puig,arganzuela,440946.0,4471422.0,4039130985242180.0,-3.6958028442054e+16,['ConferenciasColoquios']
11768319,Bi Gan «Largo viaje hacia la noche»,centro,439759.0,4475508.0,4042802889001870.0,-3710182353581840.0,['ProgramacionDestacadaAgendaCultura']
11952563,Bibliodebate: 'Eutanasia como derecho',latina,434954.0,4472113.0,4.03970746251159e+16,-3.76648854748415e+16,['ConferenciasColoquios']
11887286,Biblioteca: una habitación propia,fuencarral-el pardo,441386.0,4482508.0,4049120609425070.0,-3.69163796332191e+16,['ClubesLectura']
11960229,Bicicletada Intercentros 2023,moncloa-aravaca,439102.0,4478967.0,4045914104116340.0,-3718270563679260.0,[]
11942387,Bigfoot Family,moratalaz,445141.0,4473033.0,4040609591857160.0,-3646536107063500.0,['CineActividadesAudiovisuales']
11883264,Biodanza,hortaleza,444876.0,4479190.0,4046155641637230.0,-3.65017145804141e+16,['CursosTalleres']
11783227,BIS/ Jornadas de intercambio de semillas 2022 - 2023,unknown,Unknown,Unknown,Unknown,Unknown,['CursosTalleres']
11783238,BIS/ Jornadas de intercambio de semillas 2022 - 2023,unknown,Unknown,Unknown,Unknown,Unknown,['CursosTalleres']
11783242,BIS/ Jornadas de intercambio de semillas 2022 - 2023,unknown,Unknown,Unknown,Unknown,Unknown,['CursosTalleres']
11783241,BIS/ Jornadas de intercambio de semillas 2022 - 2023,unknown,Unknown,Unknown,Unknown,Unknown,['CursosTalleres']
11907309,Blanca Paloma (San Blas - Canillejas),san blas-canillejas,447255.0,4474591.0,4042027705095570.0,-3621741078700330.0,['1ciudad21distritos']
11913903,Bondad innata,retiro,442345.0,4474221.0,404166091081099.0,-3.67959303680348e+16,['ConferenciasColoquios']
11950933,Bora Chung en conversación con Bruno Galindo,arganzuela,440946.0,4471422.0,4039130985242180.0,-3.6958028442054e+16,[]
11957930,"Bravo Nino, por siempre libre",ciudad lineal,444202.0,4478162.0,4045224737965270.0,-3.65804022879119e+16,['Musica']
11946620,Brigitte.,retiro,441967.0,4474495.0,4041906024374350.0,-3.68406153879269e+16,['TeatroPerformance']
11878752,Café Quijano,arganzuela,440723.0,4473051.0,4040596423138830.0,-3698601359753860.0,['ProgramacionDestacadaAgendaCultura']
11934570,Café y conversación sobre juegos de azar.,usera,439248.0,4469889.0,4037738097077750.0,-3715659887802670.0,"['DanzaBaile', 'FolcloreEtnica']"
11743698,Caidos del cielo,salamanca,441476.0,4475151.0,4.04249263476107e+16,-3.68992085196634e+16,['TeatroPerformance']
11956631,Calle abierta infantil,puente de vallecas,443393.0,4471901.0,403957812018463.0,-3.66703467246761e+16,['CircoMagia']
11940874,Cámara en Mano/Realidades. Fotografía.,latina,434222.0,4472418.0,4.03997646776371e+16,-3775144917950530.0,['Exposiciones']
11693997,Camerino,arganzuela,440825.0,4471546.0,4039241374953320.0,-3697247685884220.0,['Exposiciones']
11954295,Caminos divergentes: todas las narrativas posibles. Andrés Felipe Solano y Sabina Urraca en conversación,arganzuela,440946.0,4471422.0,4039130985242180.0,-3.6958028442054e+16,['ConferenciasColoquios']
11951881,Caminos que versan danza,latina,437830.0,4473132.0,4040647389284970.0,-3.7327010920242e+16,"['DanzaBaile', 'FolcloreEtnica']"
11947040,Campamento de inglés y teatro,arganzuela,440946.0,4471422.0,4039130985242180.0,-3.6958028442054e+16,['Campamentos']
11926792,Campamento Semana Santa. Retiro,retiro,443564.0,4474129.0,4041586394930110.0,-3665205626185560.0,['Campamentos']
11949115,Campamento Urbano de Semana Santa 2023,villaverde,441729.0,4467039.0,4035186683091610.0,-3.68618470745218e+16,['Campamentos']
11952452,Campeonato del Mundo de Hockey Hielo 2023 (División II Grupo A),unknown,Unknown,Unknown,Unknown,Unknown,"['ActividadesDeportivas', 'Hockey']"
11961077,Canción española: `Tributo a Rocío Jurado´,villaverde,441066.0,4467547.0,4035639654251880.0,-3.69405018466108e+16,"['Musica', 'LatinaEspanola']"
11957546,Canciones para el futuro,san blas-canillejas,451431.0,4477509.0,4.04468185923002e+16,-3572741163820910.0,['Musica']
11954884,Canta 2,san blas-canillejas,448023.0,4477305.0,4044477474902180.0,-3.61291058446337e+16,['CineActividadesAudiovisuales']
11939276,Cantando a Violeta,puente de vallecas,442974.0,4470850.0,4.03862936848018e+16,-3.67186580066619e+16,"['Musica', 'Flamenco']"
11957317,Canto para las mujeres,san blas-canillejas,449282.0,4477702.0,4.04484289257626e+16,-3.59809698881873e+16,['Musica']
11906576,Caos en la taberna (Puente de Vallecas),puente de vallecas,443950.0,4469433.0,403735856436473.0,-3.66025460649053e+16,['DanzaBaile']
11954279,Capítulo II: Visiones (Música para los ojos),arganzuela,440946.0,4471422.0,4039130985242180.0,-3.6958028442054e+16,['CineActividadesAudiovisuales']
11911938,Caras familiares,san blas-canillejas,446636.0,4477644.0,4044774002225860.0,-3.62928745422916e+16,['CursosTalleres']
11957569,Carlos Adriano,san blas-canillejas,451431.0,4477509.0,4.04468185923002e+16,-3572741163820910.0,['CircoMagia']
11910983,Carlota y los cuentos de igualdad,villa de vallecas,448205.0,4469500.0,4037447621683760.0,-3.61012915503142e+16,['CuentacuentosTiteresMarionetas']
11945835,Carmen Xía - Vicalvaro,vicalvaro,449367.0,4473005.0,4040612043638950.0,-3.59673236942084e+16,['1ciudad21distritos']
11946807,"Casady High School Symphony Orchestra (Oklahoma, USA) y Banda Tierra de Segovia",hortaleza,444469.0,4482391.0,4049035310157370.0,-3655261744717250.0,['Musica']
11937089,Casi protagonista,latina,435819.0,4471933.0,4039552931214330.0,-3.75626674643732e+16,['TeatroPerformance']
11938448,Caterina Barbieri,centro,439759.0,4475508.0,4042802889001870.0,-3710182353581840.0,['ProgramacionDestacadaAgendaCultura']
11939845,Celebración del Día del Árbol: Yincana ´Los árboles del Retiro´,retiro,442360.0,4473388.0,4040911512464530.0,-3.67932907851843e+16,['ItinerariosOtrasActividadesAmbientales']
11900578,Celebrando a Shostakovich. Cuarteto Bauhaus,unknown,Unknown,Unknown,Unknown,Unknown,['Musica']
11938342,Celeste,puente de vallecas,443950.0,4469433.0,403735856436473.0,-3.66025460649053e+16,['CuentacuentosTiteresMarionetas']
11768391,Celso Giménez. Las niñas zombi,centro,439759.0,4475508.0,4042802889001870.0,-3710182353581840.0,['ProgramacionDestacadaAgendaCultura']
11941139,Centro actúa,arganzuela,440723.0,4473051.0,4040596423138830.0,-3698601359753860.0,['ProgramacionDestacadaAgendaCultura']
11875736,Centro de Interpretación del Paisaje de la Luz,retiro,441277.0,4474496.0,4.0419011767401e+16,-3692206111679650.0,['ProgramacionDestacadaAgendaCultura']
11940867,Centro Musical 'Grappelli'.,latina,434222.0,4472418.0,4.03997646776371e+16,-3775144917950530.0,['Musica']
11953573,Cerdita,san blas-canillejas,448023.0,4477305.0,4044477474902180.0,-3.61291058446337e+16,['CineActividadesAudiovisuales']
11949088,Certamen Coreográfico Distrito Latina,latina,435330.0,4470783.0,4038513183038140.0,-3761911556533900.0,['DanzaBaile']
11934704,Cesión de espacios,usera,439248.0,4469889.0,4037738097077750.0,-3715659887802670.0,"['DanzaBaile', 'FolcloreEtnica']"
11911984,"Charla 4. Zoom in, zoom out. 13 de abril 2023",centro,439759.0,4475508.0,4042802889001870.0,-3710182353581840.0,['ProgramacionDestacadaAgendaCultura']
11911992,"Charla 5. Zoom in, zoom out",centro,439759.0,4475508.0,4042802889001870.0,-3710182353581840.0,['ProgramacionDestacadaAgendaCultura']
11959180,Charla sobre los 'Trastornos del comportamiento alimentario y obesidad en adolescentes' por Ana Mª Veses,centro,440645.0,4475347.0,4.04266422153681e+16,-3699722994908340.0,['ConferenciasColoquios']
11947661,Charla (ON LINE) del Centro de Apoyo a las Familias 7: Acoso escolar: afrontarlo desde la familia.,unknown,Unknown,Unknown,Unknown,Unknown,['ConferenciasColoquios']
11947098,Charla-coloquio con Territorio Doméstico. Asociación de trabajadoras del hogar,carabanchel,438758.0,4471886.0,4.03953264068879e+16,-3721622686264930.0,['CursosTalleres']
11945068,Charlemos sobre el duelo: emociones,arganzuela,440676.0,4471620.0,4039307289237460.0,-3699005654074820.0,['CursosTalleres']
11905906,Chema Purón - Villaverde,villaverde,441277.0,4466932.0,4035087114162280.0,-3691508909255180.0,['1ciudad21distritos']
11920603,Christian Lagata,retiro,441277.0,4474496.0,4.0419011767401e+16,-3692206111679650.0,['CursosTalleres']
11956779,"Chup, chup",san blas-canillejas,447255.0,4474591.0,4042027705095570.0,-3621741078700330.0,['TeatroPerformance']
11944343,Ciclo Clásica a la Puerta: III Recital de piano,centro,439593.0,4473220.0,4040740551053050.0,-3.7119218940274e+16,['Musica']
11936796,Ciclo de Conferencias,villaverde,441066.0,4467547.0,4035639654251880.0,-3.69405018466108e+16,"['ConferenciasColoquios', 'Historia']"
11802180,"Ciclo 'El traductor, primer lector'",retiro,442345.0,4474221.0,404166091081099.0,-3.67959303680348e+16,['RecitalesPresentacionesActosLiterarios']
11802179,"Ciclo 'El traductor, primer lector'",retiro,442345.0,4474221.0,404166091081099.0,-3.67959303680348e+16,['RecitalesPresentacionesActosLiterarios']
11941736,Ciclo: Relajación,unknown,Unknown,Unknown,Unknown,Unknown,['ConferenciasColoquios']
11851662,Ciencia en Casa de Fieras,retiro,442345.0,4474221.0,404166091081099.0,-3.67959303680348e+16,['ConferenciasColoquios']
11938574,Cinco Lobitos,puente de vallecas,444360.0,4471652.0,4.03936123034259e+16,-3.65560738680984e+16,['CineActividadesAudiovisuales']
11944869,Cinco lobitos,ciudad lineal,445948.0,4476395.0,4043644651057090.0,-3.637292426115e+16,['CuentacuentosTiteresMarionetas']
11946816,Cine con M de mujeres. Precious,moratalaz,444520.0,4473567.0,4041087442118040.0,-3.65388912670776e+16,['CineActividadesAudiovisuales']
11942581,Cine en curso,arganzuela,440946.0,4471422.0,4039130985242180.0,-3.6958028442054e+16,['ProgramacionDestacadaAgendaCultura']
11914042,Cine en tu barrio:  Bohemian rhapsody,latina,434954.0,4472113.0,4.03970746251159e+16,-3.76648854748415e+16,['CineActividadesAudiovisuales']
11934477,Cine Infantil en la Biblioteca María Lejárraga: Cigüeñas,hortaleza,444461.0,4482397.0,4049041562546540.0,-3655356751728000.0,['CineActividadesAudiovisuales']
11943048,Cine y educación,arganzuela,440946.0,4471422.0,4039130985242180.0,-3.6958028442054e+16,['ProgramacionDestacadaAgendaCultura']
11932656,Cinefórum en la Biblioteca Benito Pérez Galdós: 'Harriet: en busca de la libertad',centro,439723.0,4475438.0,4042738668300470.0,-3.71059999554736e+16,['CineActividadesAudiovisuales']
11927233,Cinefórum en la Biblioteca La Elipa: 'West Side Story',ciudad lineal,444705.0,4474959.0,4042342659084210.0,-3651841641389480.0,['CineActividadesAudiovisuales']
11940958,Cines de contacto: lugares problemáticos en las metodologías artísticas,arganzuela,440946.0,4471422.0,4039130985242180.0,-3.6958028442054e+16,['CursosTalleres']
11928759,Cine: `Cinco Lobitos´,villaverde,441066.0,4467547.0,4035639654251880.0,-3.69405018466108e+16,['CineActividadesAudiovisuales']
11929060,Cine: `El Buen Patrón´,villaverde,441066.0,4467547.0,4035639654251880.0,-3.69405018466108e+16,['CineActividadesAudiovisuales']
11947240,Cine: `Sufragistas´,villaverde,442482.0,4466908.0,4035074797433510.0,-3.67730644219692e+16,['CineActividadesAudiovisuales']
11938924,Cine: 'Anacleto: Agente Secreto'.,tetuan,440258.0,4477792.0,4044863106357680.0,-3.7045265016586e+16,['RecitalesPresentacionesActosLiterarios']
11939921,Circo Infantil: `Máximo´,villaverde,442001.0,4471735.0,4034636268334180.0,-3708524395897370.0,['CircoMagia']
11941140,"Circo Price, Sala Trapecio",arganzuela,440723.0,4473051.0,4040596423138830.0,-3698601359753860.0,['ProgramacionDestacadaAgendaCultura']
11941856,Circo: II Ciclo de Circo Contemporáneo: Midnight Company - 'US'.,tetuan,440857.0,4480052.0,4046903299144090.0,-3.69766200679649e+16,['TeatroPerformance']
11951899,Ciudad de ensueño. Urbanismo de futuros sostenibles,arganzuela,440946.0,4471422.0,4039130985242180.0,-3.6958028442054e+16,[]
11945032,Clase abierta Max y Mía,fuencarral-el pardo,439867.0,4481122.0,4047860087334550.0,-3.70944083429799e+16,['CursosTalleres']
11896784,"Clausura, entrega de premios y representación de la obra  ganadora del Certamen",hortaleza,444516.0,4479119.0,4046088953531130.0,-3.65442101879694e+16,['DanzaBaile']
11942012,Claves para entender el feminismo,villaverde,441277.0,4466932.0,4035087114162280.0,-3691508909255180.0,['CursosTalleres']
11920039,Clave. Mahan Esfahani,retiro,441277.0,4474496.0,4.0419011767401e+16,-3692206111679650.0,['ProgramacionDestacadaAgendaCultura']
11941341,Clownes,latina,436432.0,4472601.0,4040159394334660.0,-3749110841406560.0,['CircoMagia']
11923714,Clownti,retiro,441748.0,4474466.0,4041878362561590.0,-3.68665194710036e+16,['CuentacuentosTiteresMarionetas']
11945514,Clowntifico,moncloa-aravaca,437516.0,4475994.0,4.04322433106418e+16,-3.73666133789024e+16,['TeatroPerformance']
11957171,Clown: 'Carmela'. La Tanik,san blas-canillejas,448148.0,4476402.0,4043664778776810.0,-3611362970564870.0,['TeatroPerformance']
